headline,label
Cramer explains the market volatility and why another Great Recession is not in the cards,positive
Cramer explains why the sell-off is happening and what to do about it,neutral
Cramer Remix: One line in AMD's earnings report was enough to hurt the stock,neutral
,neutral
Cramer's lightning round: McDonald's stock could be going to $200,negative
"Cramer: 'Even in 2009,' investors started caring about great earnings after selling stopped",positive
"This Warren Buffett quote 'is the perfect tagline for this earnings season,' Jim Cramer says",positive
"Trump and the Fed are creating 'a totally destructive tug of war' in the stock market, Cramer warns",negative
"Cramer Remix: With oil down, this stock could be ripe for the picking",negative
"Cramer's lightning round: If you want to invest in non-opioid painkillers, buy Canopy Growth",negative
,neutral
"Workday disrupted Adaptive Insights' IPO and bought the company for one key reason, CEOs say",neutral
"Investors have a 'two-fold reason' to buy given-up-on stocks like FANG, Cramer says",neutral
"Cramer: Housing stocks are finally bottoming, but investors might not want to buy just yet",neutral
The fear gauge and strong earnings tell Jim Cramer this bottom in the stock market may be real,positive
"'Meaningful impact' of Toys R Us closure will end after the next quarter, Hasbro CEO says",positive
Cramer Remix: VF Corp is poised for a breakout once it ditches denim,neutral
Cramer: Fed Chair Powell is 'like a racehorse with blinkers on' when it comes to the market,neutral
Cramer's lightning round: I think Dropbox's stock is 'trying to bottom',negative
Cramer's charts suggest shares of the downtrodden IBM are 'ready to roar higher',positive
"Fortnite-themed Monopoly is No. 1 new game for Hasbro so far in Q4, CEO says",negative
Hasbro CEO doesn't expect 'major tariff situation' as toymaker moves production from China,neutral
"Cramer: We could be facing a cold war with China, and these stocks may be sacrificed",negative
Cramer Remix: It's not a good time to be a company like United Rentals,negative
Cramer's memo to the Fed: Consider the jobs being wiped out by technology before hiking rates,neutral
,neutral
Cramer's lightning round: GoPro's stock could go higher on a 'good holiday season',positive
"1 in 4 Venmo users' actions on the app can be monetized, PayPal CFO says",neutral
Cramer's game plan: Companies tied to China or the Fed are 'guilty until proven innocent',negative
Cramer Remix: How investors can use earnings to their advantage in this sell-off,neutral
Cramer's lightning round: Don't be like the Fed if you're holding this stock,negative
Most US cannabis stores are 'underperforming' their potential: Retail industry vet and cannabis CEO,positive
,neutral
"Cramer's 5 favorite tech stocks right now, including Apple, Salesforce and Adobe",positive
Cramer: Use the sell-off to start 'nibbling' at stocks of high-quality companies like Citigroup,neutral
Stop kidding yourself if you think all the bad news is baked in — Jim Cramer warns about the Fed,negative
Cramer Remix: I'm calling out the Fed as lazy and irresponsible,negative
"Cramer's lightning round: For growth and yield, go with Verizon over Kraft Heinz",negative
"Cramer flags 5 industrial stocks he likes right now, including Union Pacific and Boeing",positive
Cramer: Shares of Alphabet and Amazon can still be bought after Netflix earnings beat,neutral
Cramer: The Fed may already be winning the war against inflation and needs to pause the rate hikes,positive
Cramer Remix: The Netflix naysayers were wrong,negative
"Cramer: Cannabis 'might be the most disruptive force since Amazon' for pharma, beverage industries",positive
Cramer's lightning round: 'I can't countenance' selling BlackRock's stock this low,neutral
Cramer's charts of the fear gauge suggest the sell-off pain isn't over yet,neutral
"Cramer reveals 5 health-care stocks he likes right now, including UnitedHealth and HCA",positive
"Cramer: As long as the Fed doesn't keep pushing rate hikes, stocks can keep rallying",neutral
,neutral
Cramer Remix: Investors should take a bite of this stock,neutral
Cramer's lightning round: Cisco's stock is a buy ahead of the company's earnings report,negative
"'Retail is the place to be' in cannabis, says MedMen CEO after 'blockbuster' PharmaCann acquisition",neutral
"Cramer shares the 5 energy stocks he likes right now, including Marathon and ConocoPhillips",positive
Cramer's No. 1 fear in this market? The rally in shares of Clorox,neutral
Cramer Remix: Friday's rally may not be sustainable,neutral
,neutral
"Cannabis could disrupt a $500 billion market, says CEO of top marijuana maker after deal with DEA",positive
Cramer's lightning round: Don't buy shares of GE until the company cuts costs or raises cash,negative
Cramer: JP Morgan's stock is 'still best of breed' despite CEO's cautious remarks,positive
Cramer says the Fed could cause a 2019 slowdown with its aggressive rate hike agenda,neutral
"Cramer's game plan: Increased volatility could turn positive with help from Trump, Fed",neutral
"Cramer Remix: The retail reality could be good for consumers, but not stocks",positive
Cramer's lightning round: Waving the red flag on Vodafone's stock,neutral
"Cramer's sell-off strategy: Instead of consumer staples, start picking at tech",neutral
Cramer finds beaten-down tech stocks ripe for the picking as Nasdaq flirts with correction,neutral
"Cramer: I agree with Trump, but the Fed hasn't gone crazy. It's gone lazy",negative
Mounting costs add to worries about 2019 US profit growth,neutral
"Cramer rips the current Fed, but stops short of his famous 'They know nothing' rant of 2007",positive
Cramer's lightning round: Buy shares of this biotech 'literally tomorrow',negative
Cramer's sell-off strategy: 'The time to start buying may be upon us',neutral
,neutral
There's been an unlikely winning group of stocks during this rate-driven market rout,neutral
"Cramer vets the activist stakes in Starbucks, Campbell Soup and PPG",neutral
Cramer's sell-off handbook: 4 things need to happen for stocks to recover,neutral
Two-thirds of the S&P 500 is already in a correction as sell-off worsens,neutral
Cramer Remix: PPG just turned whole swaths of this market toxic,positive
Cramer's lightning round: Buy Express Scripts on its upcoming merger,negative
,neutral
"Cramer on 5 consumer staples stocks he likes right now, including Constellation Brands and Costco",positive
"Cramer flags the 5 consumer discretionary stocks he likes right now, including Amazon, TJX",positive
Cramer admits he's getting 'a little cautious' about the Fed's effect on the economy,negative
Cramer Remix: Zillow's risky move has not paid off,neutral
Florida medical cannabis producer seeing 'huge transition' from opioids to marijuana treatment: CEO,positive
Cramer's lightning round: 'Don't run from' the declining medical device stocks,neutral
"Cramer reveals the 5 communication services stocks he likes right now, including Disney, Alphabet",positive
Cramer outlines the less obvious reasons for the market's sell-off and recovery,neutral
Cramer Remix: How this drug stock put the bear case to rest,neutral
Cramer tracks the 'perfect storm' taking down retail stocks,positive
Cramer's lightning round: Watch out—momentum stocks are out of favor right now,neutral
Cloudera CEO on Hortonworks merger: People expect us to be the next Oracle,neutral
Cramer's game plan: Finding bottom in an oversold market,negative
Cramer Remix: This group of stocks could signal inflation,neutral
,neutral
Cramer's lightning round: Kratos' stock rally proved the haters wrong,negative
Chipotle CEO and CFO: 'We're back on our front foot' after food safety scandals,neutral
It's inevitable that marijuana will be decriminalized the US: Constellation Brands CEO,neutral
"Canopy investment 'has nothing to do with' our core business, Constellation Brands CEO says",neutral
Cramer reveals the 10 'telltale signs' that could prolong the sell-off,neutral
Cramer Remix: Amazon is still one of the most powerful deflationary forces on Earth,positive
,neutral
Cramer: Beware the bears' warnings on global markets—they could lead you astray,neutral
Cramer's lightning round: The sweet spot for buying shares of Clorox,neutral
"Cramer: Between Western Digital and Micron, Micron's stock is the one worth owning",neutral
Cramer says 'Fed should be careful what it wishes for' with wage inflation,neutral
Cramer Remix: Worrying about these stocks is a waste of time,negative
Cramer's lightning round: Now is not the time to buy cloud stocks—wait for a dip,negative
Cramer: Charts show 'old-school' chip stocks like Intel ready to roar,positive
Cramer explains why GE's board really booted former CEO John Flannery,neutral
Cramer flags the two tailwinds sending the stock market to record highs,neutral
Cramer Remix: The upcoming election may impact this stock,neutral
Cramer's lightning round: Under Armour has bottomed; it's a buy,negative
Cramer: 'Think twice before you sell' shares of companies competing with Amazon,neutral
